brand_model_year,family car,fuel-efficient car,comfortable car,luxury car,sporty car,quiet car,commuter car,stylish car,affordable car,compact car,spacious car,sexy car
ACURA ILX 2016,0.0,0.42857142857142855,0.35714285714285715,1.0,0.35714285714285715,0.21428571428571427,0.2857142857142857,0.14285714285714285,0.7857142857142857,0.0,0.07142857142857142,0.0
ACURA ILX 2017,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0
ACURA MDX 2016,0.25,0.9166666666666666,0.8333333333333334,0.5833333333333334,0.08333333333333333,1.0,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.0,0.25,0.0
ACURA MDX 2017,0.0,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0
ACURA RDX 2016,0.0,0.6111111111111112,1.0,0.2222222222222222,0.0,0.5555555555555556,0.0,0.05555555555555555,0.4444444444444444,0.16666666666666666,0.05555555555555555,0.0
ACURA RDX 2017,0.0,0.8333333333333334,1.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,1.0,0.5,0.16666666666666666,0.0
ACURA RLX 2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.6
ACURA TLX 2016,0.0,0.4,0.65,0.5,0.4,1.0,0.25,0.5,0.35,0.0,0.0,0.0
ACURA TLX 2017,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
ALFA-ROMEO GIULIA 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUDI A3-SPORTBACK-E-TRON 2016,0.0,0.6666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
AUDI A3-SPORTBACK-E-TRON 2017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AUDI A3 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AUDI A4-ALLROAD 2017,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AUDI A4 2016,0.0,0.0,0.125,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0
AUDI A4 2017,0.0,1.0,0.7142857142857143,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.0,0.42857142857142855,0.42857142857142855,0.0,0.2857142857142857,0.0
AUDI A6 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
AUDI A6 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUDI A7 2016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
AUDI A8 2016,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
AUDI Q3 2016,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
AUDI Q5 2016,0.0,0.75,0.75,0.5,0.0,1.0,0.0,0.0,0.25,0.0,0.75,0.0
AUDI Q5 2017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AUDI Q7 2017,0.0,0.18181818181818182,1.0,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.0,0.0,0.36363636363636365,0.0,0.0,0.0
AUDI S3 2016,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0
AUDI S6 2016,0.0,0.0,1.0,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
AUDI S7 2016,0.0,0.6666666666666666,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
AUDI S7 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
AUDI SQ5 2016,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0
AUDI TT 2016,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
AUDI TTS 2016,0.0,0.2857142857142857,0.14285714285714285,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0
AUDI TTS 2017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMW 2-SERIES 2016,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0
BMW 3-SERIES-EDRIVE 2016,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
BMW 3-SERIES-GRAN-TURISMO 2016,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BMW 3-SERIES 2016,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0
BMW 3-SERIES 2017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
BMW 4-SERIES-GRAN-COUPE 2016,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
BMW 4-SERIES 2016,0.0,0.5,0.25,1.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0
BMW 5-SERIES 2016,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0
BMW 6-SERIES 2016,0.0,0.3333333333333333,1.0,0.5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0
BMW 7-SERIES 2016,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
BMW 7-SERIES 2017,0.0,0.5,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0
BMW I3 2016,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BMW I3 2017,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BMW I8 2016,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMW M4 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMW M6 2016,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BMW X1 2016,0.0,1.0,1.0,0.5,0.6666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5,0.8333333333333334,0.0
BMW X1 2017,0.0,0.0,0.25,0.25,1.0,0.0,0.0,0.25,0.5,0.25,0.5,0.0
BMW X3 2016,0.0,0.0,1.0,0.25,0.0,0.75,0.0,0.0,0.25,0.25,0.0,0.0
BMW X3 2017,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
BMW X4 2017,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMW X5-EDRIVE 2016,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0
BMW X5 2016,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0
BMW X6 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BUICK CASCADA 2016,0.0,0.16666666666666666,1.0,0.4166666666666667,0.25,0.75,0.0,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0
BUICK ENCLAVE 2016,0.0,0.2,1.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0
BUICK ENCLAVE 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUICK ENCORE 2016,0.0,1.0,0.5714285714285714,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.0
BUICK ENCORE 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUICK ENVISION 2016,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,1.0,0.0,0.0
BUICK LACROSSE 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUICK LACROSSE 2017,0.0,0.75,1.0,0.5,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0
BUICK REGAL 2016,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
BUICK VERANO 2016,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CADILLAC ATS-V 2016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CADILLAC ATS 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CADILLAC CT6 2016,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,1.0,0.0,0.6666666666666666,0.0,0.5,0.16666666666666666,0.0
CADILLAC CTS-V 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CADILLAC CTS 2016,0.0,0.5,0.5,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CADILLAC ELR 2016,0.16666666666666666,0.16666666666666666,0.5,1.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0
CADILLAC ESCALADE-ESV 2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CADILLAC ESCALADE 2016,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CADILLAC SRX 2016,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
CADILLAC XT5 2017,0.2857142857142857,0.5714285714285714,1.0,0.0,0.14285714285714285,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
CADILLAC XTS 2016,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CADILLAC XTS 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
CHEVROLET BOLT-EV 2017,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CHEVROLET CAMARO 2016,0.0,0.5454545454545454,1.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.09090909090909091,0.0,0.0,0.0
CHEVROLET CAMARO 2017,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEVROLET COLORADO 2016,0.0,1.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEVROLET COLORADO 2017,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEVROLET CORVETTE 2016,0.0,0.0,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CHEVROLET CORVETTE 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEVROLET CRUZE-LIMITED 2016,0.0,0.16666666666666666,1.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0
CHEVROLET CRUZE 2016,0.0,0.4444444444444444,1.0,0.0,0.0,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.2222222222222222,0.0
CHEVROLET CRUZE 2017,0.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0
CHEVROLET EQUINOX 2016,0.1111111111111111,0.4444444444444444,1.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
CHEVROLET EQUINOX 2017,0.0,0.6666666666666666,0.6666666666666666,0.0,1.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
CHEVROLET IMPALA 2016,0.0,0.5714285714285714,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0
CHEVROLET IMPALA 2017,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
CHEVROLET MALIBU-LIMITED 2016,0.0,1.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0
CHEVROLET MALIBU 2016,0.05555555555555555,0.5,1.0,0.05555555555555555,0.0,0.2222222222222222,0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.6111111111111112,0.1111111111111111
CHEVROLET MALIBU 2017,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEVROLET SILVERADO-1500 2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEVROLET SPARK-EV 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CHEVROLET SPARK 2016,0.0,0.6153846153846154,0.46153846153846156,0.0,0.0,0.15384615384615385,0.0,0.0,0.15384615384615385,1.0,0.0,0.0
CHEVROLET SPARK 2017,0.0,0.4,0.8,0.0,0.4,0.0,0.0,0.8,0.4,1.0,0.0,0.0
CHEVROLET SS 2016,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CHEVROLET SUBURBAN 2016,0.16666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.0,0.0
CHEVROLET TAHOE 2016,0.18181818181818182,0.09090909090909091,1.0,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.0
CHEVROLET TRAVERSE 2016,0.25,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.125,0.0
CHEVROLET TRAVERSE 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEVROLET TRAX 2016,0.0,1.0,0.1111111111111111,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.1111111111111111,0.2777777777777778,0.16666666666666666,0.0
CHEVROLET VOLT 2016,0.06666666666666667,0.26666666666666666,0.6,0.2,0.13333333333333333,1.0,0.06666666666666667,0.0,0.3333333333333333,0.06666666666666667,0.0,0.0
CHEVROLET VOLT 2017,0.0,0.125,0.5,0.375,0.375,1.0,0.75,0.25,0.25,0.0,0.0,0.0
CHRYSLER 200 2016,0.0,0.4,1.0,0.2,0.3,0.1,0.0,0.3,0.0,0.0,0.2,0.0
CHRYSLER 300 2016,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CHRYSLER 300 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CHRYSLER PACIFICA 2017,0.0196078431372549,0.3137254901960784,1.0,0.0196078431372549,0.0,0.13725490196078433,0.0,0.27450980392156865,0.0196078431372549,0.0,0.058823529411764705,0.0
CHRYSLER TOWN-AND-COUNTRY 2016,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.0
DODGE CHALLENGER 2016,0.0,0.16666666666666666,0.5,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,0.16666666666666666,0.0,0.0,0.0
DODGE CHALLENGER 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DODGE CHARGER 2016,0.46153846153846156,0.46153846153846156,1.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.0,0.0,0.0
DODGE CHARGER 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DODGE DART 2016,0.0,0.16666666666666666,1.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.6666666666666666,0.5,0.0,0.0
DODGE DURANGO 2016,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
DODGE DURANGO 2017,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
DODGE GRAND-CARAVAN 2016,0.0,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,1.0,0.0
DODGE JOURNEY 2016,0.14285714285714285,0.14285714285714285,0.8571428571428571,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.7142857142857143,1.0,0.42857142857142855,0.0
DODGE JOURNEY 2017,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
FIAT 124-SPIDER 2017,0.0,0.0,1.0,0.2,0.6,0.2,0.0,0.4,0.0,0.0,0.0,0.0
FIAT 500 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
FIAT 500E 2016,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FIAT 500X 2016,0.0,1.0,1.0,0.5,0.16666666666666666,0.25,0.08333333333333333,0.5833333333333334,0.6666666666666666,0.5,0.25,0.0
FIAT 500X 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD C-MAX-ENERGI 2016,0.0,0.6,1.0,0.0,0.0,0.4,0.2,0.0,0.2,0.2,0.8,0.0
FORD C-MAX-HYBRID 2016,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD EDGE 2016,0.0,0.26666666666666666,1.0,0.13333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.06666666666666667,0.2,0.13333333333333333,0.0
FORD EDGE 2017,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD ESCAPE 2016,0.0,1.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.3333333333333333,0.8333333333333334,0.0,0.0
FORD ESCAPE 2017,0.0,0.6875,1.0,0.0,0.0,0.25,0.125,0.0,0.0,0.0625,0.0,0.0
FORD EXPEDITION 2016,0.0,0.75,0.375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD EXPEDITION 2017,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.0
FORD EXPLORER 2016,0.07142857142857142,0.09523809523809523,1.0,0.09523809523809523,0.047619047619047616,0.11904761904761904,0.0,0.11904761904761904,0.023809523809523808,0.0,0.09523809523809523,0.023809523809523808
FORD EXPLORER 2017,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD F-150 2016,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD FIESTA 2016,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FORD FLEX 2016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD FOCUS-RS 2016,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FORD FOCUS-ST 2016,0.75,1.0,0.25,0.0,0.0,0.25,0.5,0.0,0.0,0.75,0.0,0.0
FORD FOCUS 2016,0.1111111111111111,0.4444444444444444,0.3333333333333333,0.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.1111111111111111,1.0,0.0,0.0
FORD FUSION-ENERGI 2016,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0
FORD FUSION-ENERGI 2017,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0
FORD FUSION-HYBRID 2016,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.75,0.25,0.0,0.0,0.0
FORD FUSION-HYBRID 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
FORD FUSION 2016,0.0,0.5384615384615384,0.3076923076923077,0.07692307692307693,0.38461538461538464,1.0,0.0,0.0,0.6923076923076923,0.07692307692307693,0.0,0.0
FORD FUSION 2017,0.16666666666666666,0.0,1.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
FORD MUSTANG 2016,0.0,0.25,1.0,0.15,0.2,0.05,0.2,0.2,0.0,0.05,0.0,0.0
FORD MUSTANG 2017,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
FORD SHELBY-GT350 2016,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FORD SHELBY-GT350 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
FORD TAURUS 2016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.0
FORD TRANSIT-CONNECT 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FORD TRANSIT-VAN 2016,0.0,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
